##FastQC	0.11.9
>>Basic Statistics	pass
#Measure	Value
Filename	ES_430_2.fq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	178096978
Sequences flagged as poor quality	0
Sequence length	101
%GC	38
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1108	16-17	-0.8300076997305084
1108	18-19	-0.8303660859965234
1108	20-21	-0.9155579465448582
1108	22-23	-0.9017238869135937
1108	24-25	-0.8431798110937478
1108	26-27	-0.8386957071767611
1108	28-29	-0.8243651336093407
1108	30-31	-0.829584652417978
1108	32-33	-0.8751676272095423
1108	34-35	-0.8412334962535084
1108	36-37	-0.8511828884099515
1108	38-39	-0.8678186037964082
1108	40-41	-0.7621846726579022
1108	42-43	-0.773288424135643
1108	44-45	-0.7723925709778214
1108	46-47	-0.8574714017427283
1108	48-49	-0.9913244119276214
1108	50-51	-0.9298382610105094
1108	52-53	-0.9407590028308661
1108	54-55	-0.8436124042206288
1108	56-57	-0.889016880301277
1108	58-59	-0.9748678701603737
1108	60-61	-1.0279088661182385
1108	62-63	-0.9547336621337337
1108	64-65	-1.171879784745478
1108	66-67	-1.0437854234293766
1108	68-69	-1.021893918691326
1108	70-71	-1.0079028419411102
1108	72-73	-1.049201913252226
1108	74-75	-1.0717991554167128
1108	76-77	-0.9400919828011709
1108	78-79	-0.8403809013960171
1108	80-81	-0.7771332490467273
1108	82-83	-0.8940673867402467
1108	84-85	-1.0457720289718822
1108	86-87	-1.1764092399026396
1108	88-89	-1.3583174329744878
1108	90-91	-1.4704747748827636
1108	92-93	-1.2423096850424997
1108	94-95	-1.1603658413631486
1108	96-97	-1.0958626723851097
1108	98-99	-1.141042959118895
1108	100-101	-1.3852436202930853
1201	1	0.3254176322477491
1201	2	0.3045806191227385
1201	3	0.3295717308099313
1201	4	0.2865430875571704
1201	5	0.3024797559006629
1201	6	0.2737778868339831
1201	7	0.24428049214317582
1201	8	0.24957417378215752
1201	9	0.25939734040408524
1201	10-11	0.3028185146896121
1201	12-13	0.32605524965207167
1201	14-15	0.4008706375633224
1201	16-17	0.45895236765105096
1201	18-19	0.42134465000222576
1201	20-21	0.4609728692465751
1201	22-23	0.45380758232753493
1201	24-25	0.46263465823712835
1201	26-27	0.4483403542627187
1201	28-29	0.3984671189451561
1201	30-31	0.4602165694893472
1201	32-33	0.30221705733151083
1201	34-35	0.44608123548655954
1201	36-37	0.4585950941661068
1201	38-39	0.5260431886824577
1201	40-41	0.4746450399499835
1201	42-43	0.46221216296437717
1201	44-45	0.498975135804379
1201	46-47	0.34011316634730804
1201	48-49	0.356540474603122
1201	50-51	0.4171306619086792
1201	52-53	0.41315413787123845
1201	54-55	0.5136522464698245
1201	56-57	0.48721504208708666
1201	58-59	0.5264638062475555
1201	60-61	0.40431622579973947
1201	62-63	0.41852002320266735
1201	64-65	0.4834252817547551
1201	66-67	0.5130037714867512
1201	68-69	0.6400220914100245
1201	70-71	0.6409267497138629
1201	72-73	0.7035148510309668
1201	74-75	0.6115645287453049
1201	76-77	0.7076059740784046
1201	78-79	0.6767833283501403
1201	80-81	0.5936109810778092
1201	82-83	0.5168695841423343
1201	84-85	0.5207061996729863
1201	86-87	0.4982286074745623
1201	88-89	0.5529361958962475
1201	90-91	0.5379819090460494
1201	92-93	0.6350806706639283
1201	94-95	0.6948866146070891
1201	96-97	0.6157247714696297
1201	98-99	0.6595686329406227
1201	100-101	0.6426560676464064
1202	1	0.3108283054626213
1202	2	0.2899300289037754
1202	3	0.2760383530394179
1202	4	0.25682539178576036
1202	5	0.18404679707705185
1202	6	0.2095327539303753
1202	7	0.18149708405743326
1202	8	0.23265450571696533
1202	9	0.3337269842532251
1202	10-11	0.33666600478239417
1202	12-13	0.2522035346504907
1202	14-15	0.3693977956149226
1202	16-17	0.38961062449265427
1202	18-19	0.37563869212657863
1202	20-21	0.4247895906443162
1202	22-23	0.4506549577911372
1202	24-25	0.46455064048406314
1202	26-27	0.42303537116301015
1202	28-29	0.40553254328374067
1202	30-31	0.5281731521418607
1202	32-33	0.539092529256159
1202	34-35	0.596999063262011
1202	36-37	0.5172771113759254
1202	38-39	0.5594311231216906
1202	40-41	0.5566291702296908
1202	42-43	0.6248182549079928
1202	44-45	0.6426115074923118
1202	46-47	0.6197218324089064
1202	48-49	0.5352791200136409
1202	50-51	0.5790218464211776
1202	52-53	0.47669683709701616
1202	54-55	0.5835987611469875
1202	56-57	0.6025615974307996
1202	58-59	0.6430325752124233
1202	60-61	0.5533085101144692
1202	62-63	0.619802779516256
1202	64-65	0.6828559658638582
1202	66-67	0.6903617610874022
1202	68-69	0.664099263712778
1202	70-71	0.6474936834192775
1202	72-73	0.6765318774155915
1202	74-75	0.6457652197150594
1202	76-77	0.7579668963373507
1202	78-79	0.6981418260795138
1202	80-81	0.6610710711671501
1202	82-83	0.7119419317015669
1202	84-85	0.7078025349068966
1202	86-87	0.6037580583788476
1202	88-89	0.5888298265634724
1202	90-91	0.5906316385453358
1202	92-93	0.6815856546625376
1202	94-95	0.7514402534269813
1202	96-97	0.8360489664300097
1202	98-99	0.8257334479491618
1202	100-101	0.7749580293998193
1203	1	0.07511070775403184
1203	2	0.1460241264566804
1203	3	0.1094407562585431
1203	4	0.03943009969525235
1203	5	0.10649905993231101
1203	6	0.09024374295180593
1203	7	0.11266839625280767
1203	8	0.09181039010113068
1203	9	0.1439737963515526
1203	10-11	0.16856506140833716
1203	12-13	0.12996791143012842
1203	14-15	0.19152080233008917
1203	16-17	0.23717804098013318
1203	18-19	0.2250647171467577
1203	20-21	0.27063870936581225
1203	22-23	0.32217189616159203
1203	24-25	0.3255559788251574
1203	26-27	0.2891050066766425
1203	28-29	0.3079659320244872
1203	30-31	0.38632827488866894
1203	32-33	0.4305452033535673
1203	34-35	0.40814822876133405
1203	36-37	0.4441980897347051
1203	38-39	0.5043110749975384
1203	40-41	0.42416950490406435
1203	42-43	0.4793886692508522
1203	44-45	0.5157111894706858
1203	46-47	0.5082726593461615
1203	48-49	0.45837551096346374
1203	50-51	0.3112100459899736
1203	52-53	0.2775960138221336
1203	54-55	0.3156390640107887
1203	56-57	0.37199879492295906
1203	58-59	0.3842348294329767
1203	60-61	0.3700282633477272
